fips,name,state,zhvi
17155,Putnam County,IL,194216
31051,Dixon County,NE,201615
08073,Lincoln County,CO,262443
46123,Tripp County,SD,205551
40033,Cotton County,OK,102455
48305,Lynn County,TX,207618
27031,Cook County,MN,442617
31059,Fillmore County,NE,183357
40055,Greer County,OK,77133
20201,Washington County,KS,166207
20077,Harper County,KS,94888
26095,Luce County,MI,133806
31031,Cherry County,NE,227304
40067,Jefferson County,OK,96587
46037,Day County,SD,268823
48153,Floyd County,TX,80425
48205,Hartley County,TX,258231
17003,Alexander County,IL,61221
20137,Norton County,KS,120526
17175,Stark County,IL,140410
27087,Mahnomen County,MN,180539
48207,Haskell County,TX,103059
38049,McHenry County,ND,156503
31011,Boone County,NE,298170
20127,Morris County,KS,197017
29035,Carter County,MO,180743
46129,Walworth County,SD,135325
13259,Stewart County,GA,78769
48195,Hansford County,TX,134007
20189,Stevens County,KS,166978
29005,Atchison County,MO,142995
31097,Johnson County,NE,219812
40029,Coal County,OK,125988
17153,Pulaski County,IL,88805
48107,Crosby County,TX,90907
54105,Wirt County,WV,110402
48119,Delta County,TX,202767
46015,Brule County,SD,256738
31143,Polk County,NE,220147
13301,Warren County,GA,122697
48317,Martin County,TX,262096
16063,Lincoln County,ID,320632
20171,Scott County,KS,189784
27011,Big Stone County,MN,206086
31161,Sheridan County,NE,143452
46077,Kingsbury County,SD,260187
40007,Beaver County,OK,136684
48483,Wheeler County,TX,98344
36041,Hamilton County,NY,275515
49017,Garfield County,UT,242466
31169,Thayer County,NE,154865
17059,Gallatin County,IL,93289
20147,Phillips County,KS,122649
47137,Pickett County,TN,255058
38021,Dickey County,ND,181596
30101,Toole County,MT,187712
20163,Rooks County,KS,120083
17171,Scott County,IL,95714
51045,Craig County,VA,241988
48247,Jim Hogg County,TX,79705
08091,Ouray County,CO,809784
08121,Washington County,CO,259348
21039,Carlisle County,KY,136918
30065,Musselshell County,MT,246694
05013,Calhoun County,AR,134292
29199,Scotland County,MO,133658
19159,Ringgold County,IA,185161
08027,Custer County,CO,414128
29171,Putnam County,MO,210635
20157,Republic County,KS,110222
37095,Hyde County,NC,228632
56017,Hot Springs County,WY,246618
31065,Furnas County,NE,118146
48103,Crane County,TX,208820
13249,Schley County,GA,187601
32017,Lincoln County,NV,230093
42023,Cameron County,PA,75974
31123,Morrill County,NE,159795
32021,Mineral County,NV,120811
40043,Dewey County,OK,136603
55037,Florence County,WI,209097
17013,Calhoun County,IL,205735
21105,Hickman County,KY,129974
48333,Mills County,TX,394615
16071,Oneida County,ID,355081
08095,Phillips County,CO,264360
30061,Mineral County,MT,398828
53069,Wahkiakum County,WA,407666
46091,Marshall County,SD,240268
16003,Adams County,ID,520745
55078,Menominee County,WI,310068
48267,Kimble County,TX,366007
46039,Deuel County,SD,319016
16037,Custer County,ID,400056
22107,Tensas Parish,LA,124861
51017,Bath County,VA,229842
30071,Phillips County,MT,221495
35023,Hidalgo County,NM,109501
27069,Kittson County,MN,155956
20007,Barber County,KS,88554
38045,Lamoure County,ND,141215
40053,Grant County,OK,115103
28125,Sharkey County,MS,115421
31129,Nuckolls County,NE,118608
35059,Union County,NM,116932
20185,Stafford County,KS,104686
21189,Owsley County,KY,132336
29197,Schuyler County,MO,177437
20119,Meade County,KS,122613
38025,Dunn County,ND,376976
32029,Storey County,NV,480539
31175,Valley County,NE,189284
38103,Wells County,ND,129109
20093,Kearny County,KS,192328
46045,Edmunds County,SD,226288
53013,Columbia County,WA,278631
46031,Corson County,SD,166404
48319,Mason County,TX,365127
27125,Red Lake County,MN,216697
38081,Sargent County,ND,200461
17151,Pope County,IL,166060
40045,Ellis County,OK,100592
20081,Haskell County,KS,179189
46025,Clark County,SD,215661
29103,Knox County,MO,196769
27077,Lake of the Woods County,MN,231709
38019,Cavalier County,ND,166637
48151,Fisher County,TX,107469
17069,Hardin County,IL,106276
19003,Adams County,IA,165575
51720,Norton City,VA,125335
31029,Chase County,NE,221450
13101,Echols County,GA,172620
30097,Sweet Grass County,MT,487298
02195,Petersburg Borough,AK,388583
16061,Lewis County,ID,291152
20183,Smith County,KS,115703
31105,Kimball County,NE,170701
35003,Catron County,NM,223024
48197,Hardeman County,TX,61339
29129,Mercer County,MO,137509
30091,Sheridan County,MT,181424
08023,Costilla County,CO,181223
20141,Osborne County,KS,90474
48023,Baylor County,TX,138403
40129,Roger Mills County,OK,191513
48211,Hemphill County,TX,177861
31181,Webster County,NE,137667
37177,Tyrrell County,NC,172357
48435,Sutton County,TX,147167
46007,Bennett County,SD,216092
38031,Foster County,ND,186999
20019,Chautauqua County,KS,84331
31125,Nance County,NE,167152
48275,Knox County,TX,99853
48383,Reagan County,TX,168588
27155,Traverse County,MN,150603
40059,Harper County,OK,77905
48461,Upton County,TX,121205
30039,Granite County,MT,475901
38029,Emmons County,ND,157228
48081,Coke County,TX,145877
48129,Donley County,TX,129695
31083,Harlan County,NE,166899
48271,Kinney County,TX,129298
48095,Concho County,TX,162201
20207,Woodson County,KS,113282
48417,Shackelford County,TX,163380
48295,Lipscomb County,TX,110445
06091,Sierra County,CA,335302
30025,Fallon County,MT,194474
46059,Hand County,SD,263053
38063,Nelson County,ND,156665
38011,Bowman County,ND,189702
31163,Sherman County,NE,196873
46105,Perkins County,SD,164675
46117,Stanley County,SD,312397
20105,Lincoln County,KS,128017
48087,Collingsworth County,TX,82465
48105,Crockett County,TX,109596
13007,Baker County,GA,131643
20089,Jewell County,KS,115540
31061,Franklin County,NE,150898
20047,Edwards County,KS,85523
13125,Glascock County,GA,190328
13061,Clay County,GA,170801
20165,Rush County,KS,90356
48191,Hall County,TX,87567
46071,Jackson County,SD,130390
31135,Perkins County,NE,227354
48385,Real County,TX,297404
20195,Trego County,KS,138114
20039,Decatur County,KS,106060
20109,Logan County,KS,152866
20063,Gove County,KS,147845
31017,Brown County,NE,154281
20129,Morton County,KS,105526
20135,Ness County,KS,103335
20023,Cheyenne County,KS,176850
31087,Hitchcock County,NE,155534
46107,Potter County,SD,223660
20017,Chase County,KS,169961
20075,Hamilton County,KS,145215
31133,Pawnee County,NE,163939
48079,Cochran County,TX,54641
40057,Harmon County,OK,62543
20153,Rawlins County,KS,131505
31063,Frontier County,NE,175715
49033,Rich County,UT,609840
38041,Hettinger County,ND,150571
49055,Wayne County,UT,457894
56027,Niobrara County,WY,188062
20049,Elk County,KS,98519
20179,Sheridan County,KS,222183
08115,Sedgwick County,CO,170324
20097,Kiowa County,KS,156678
20065,Graham County,KS,111695
38043,Kidder County,ND,203154
38027,Eddy County,ND,109577
13307,Webster County,GA,164340
46111,Sanborn County,SD,250338
48421,Sherman County,TX,176088
38075,Renville County,ND,191418
46097,Miner County,SD,204743
08033,Dolores County,CO,323243
53023,Garfield County,WA,253279
40025,Cimarron County,OK,79562
13239,Quitman County,GA,120518
38039,Griggs County,ND,131831
38001,Adams County,ND,142658
51091,Highland County,VA,289002
31077,Greeley County,NE,224637
48109,Culberson County,TX,147148
21201,Robertson County,KY,202283
38095,Towner County,ND,119177
38013,Burke County,ND,133460
20203,Wichita County,KS,164288
02275,Wrangell Borough,AK,315369
02100,Haines Borough,AK,336222
20187,Stanton County,KS,152146
30107,Wheatland County,MT,184286
26083,Keweenaw County,MI,228871
30051,Liberty County,MT,221101
48243,Jeff Davis County,TX,210561
30045,Judith Basin County,MT,302709
20025,Clark County,KS,86140
48327,Menard County,TX,213390
48011,Armstrong County,TX,243745
41021,Gilliam County,OR,251007
30059,Meagher County,MT,320168
31057,Dundy County,NE,163583
31071,Garfield County,NE,238963
31049,Deuel County,NE,173435
35011,De Baca County,NM,95587
20083,Hodgeman County,KS,158776
38065,Oliver County,ND,257452
31015,Boyd County,NE,136480
38033,Golden Valley County,ND,183320
46073,Jerauld County,SD,231590
31073,Gosper County,NE,325136
20033,Comanche County,KS,88295
30055,McCone County,MT,251210
41055,Sherman County,OR,297622
30075,Powder River County,MT,293962
30019,Daniels County,MT,179310
31069,Garden County,NE,183474
08017,Cheyenne County,CO,199228
32011,Eureka County,NV,140058
13265,Taliaferro County,GA,155518
48125,Dickens County,TX,98601
48101,Cottle County,TX,70485
48235,Irion County,TX,251906
46021,Campbell County,SD,198605
20199,Wallace County,KS,145334
20101,Lane County,KS,110520
41069,Wheeler County,OR,323058
48447,Throckmorton County,TX,136833
08061,Kiowa County,CO,169950
48431,Sterling County,TX,168852
48433,Stonewall County,TX,101087
30011,Carter County,MT,175863
06003,Alpine County,CA,513891
38083,Sheridan County,ND,115209
31149,Rock County,NE,141257
46119,Sully County,SD,281770
48345,Motley County,TX,127744
48045,Briscoe County,TX,164842
20071,Greeley County,KS,144800
30079,Prairie County,MT,131533
48173,Glasscock County,TX,269736
46063,Harding County,SD,262059
48155,Foard County,TX,69973
31165,Sioux County,NE,326075
16025,Camas County,ID,394271
30109,Wibaux County,MT,234527
48443,Terrell County,TX,111187
30033,Garfield County,MT,330280
31103,Keya Paha County,NE,292324
31085,Hayes County,NE,298111
31113,Logan County,NE,178181
08053,Hinsdale County,CO,491333
16033,Clark County,ID,253647
30037,Golden Valley County,MT,238065
08079,Mineral County,CO,455072
31183,Wheeler County,NE,243079
31091,Hooker County,NE,143210
08111,San Juan County,CO,562639
30103,Treasure County,MT,238534
31007,Banner County,NE,395744
49009,Daggett County,UT,373609
31171,Thomas County,NE,185970
31117,McPherson County,NE,374595
30069,Petroleum County,MT,201284
