County,ST,State,GOP Share,Total Votes,Bachelor's+,Z-Score Index,Z Rank,Percentile Index,P Rank,RESI,RESI Rank,GOP Pctile,Vote Pctile,Edu Pctile,GOP z,Vote z,Edu z
King William,VA,Virginia,69.89,11561,22.96,-0.055000,1693,0.240560,1138,2246.4,1321,0.496,0.485,0.532,0.2038,-0.2699,-0.1768
Adams,NE,Nebraska,70.15,14364,29.55,-0.055071,1694,0.272626,946,2849.6,1099,0.503,0.542,0.746,0.2205,-0.2498,0.4614
Renville,MN,Minnesota,69.62,8058,18.13,-0.055095,1695,0.178850,1551,1532.6,1640,0.490,0.365,0.275,0.1868,-0.2950,-0.6440
Phelps,MO,Missouri,70.77,19300,32.35,-0.055550,1696,0.324159,690,4014.4,824,0.517,0.627,0.806,0.2591,-0.2144,0.7326
Pottawatomie,OK,Oklahoma,72.69,28774,20.44,-0.055694,1697,0.415002,348,6898.0,406,0.574,0.723,0.403,0.3803,-0.1465,-0.4205
Bradford,PA,Pennsylvania,73.53,31192,20.56,-0.056008,1698,0.441324,270,7939.1,326,0.598,0.738,0.412,0.4338,-0.1291,-0.4086
Davie,NC,North Carolina,72.25,26850,27.28,-0.056477,1699,0.397188,400,6235.2,465,0.561,0.708,0.692,0.3524,-0.1602,0.2418
Columbia,FL,Florida,74.74,33592,16.81,-0.057082,1700,0.468874,211,9287.3,245,0.626,0.749,0.216,0.5101,-0.1119,-0.7718
Refugio,TX,Texas,69.40,3075,14.01,-0.057138,1701,0.065688,2513,574.6,2280,0.483,0.136,0.091,0.1728,-0.3307,-1.0425
Scioto,OH,Ohio,73.69,31180,18.17,-0.057348,1702,0.442937,267,8024.7,320,0.601,0.737,0.278,0.4438,-0.1292,-0.6404
Telfair,GA,Georgia,69.53,4214,10.11,-0.058409,1703,0.095648,2259,795.7,2108,0.488,0.196,0.013,0.1811,-0.3225,-1.4205
Okmulgee,OK,Oklahoma,70.39,14349,17.69,-0.058778,1704,0.274828,937,2898.9,1084,0.508,0.541,0.257,0.2352,-0.2499,-0.6870
Campbell,VA,Virginia,73.89,31171,26.10,-0.058963,1705,0.446622,257,8131.0,308,0.606,0.737,0.655,0.4561,-0.1293,0.1271
Colbert,AL,Alabama,72.58,27160,21.66,-0.059073,1706,0.403421,382,6463.4,447,0.569,0.709,0.472,0.3738,-0.1580,-0.3028
Buffalo,NE,Nebraska,71.82,23759,34.37,-0.059401,1707,0.371673,492,5348.6,582,0.549,0.677,0.840,0.3256,-0.1824,0.9279
Madison,OH,Ohio,71.30,20669,24.22,-0.059888,1708,0.343252,615,4476.2,723,0.533,0.644,0.581,0.2928,-0.2046,-0.0546
Carroll,IA,Iowa,70.14,11140,23.99,-0.059979,1709,0.238925,1152,2208.2,1339,0.503,0.475,0.572,0.2198,-0.2729,-0.0768
Morgan,IN,Indiana,76.28,35352,21.12,-0.060242,1710,0.513166,112,10808.7,187,0.677,0.758,0.442,0.6067,-0.0993,-0.3546
Angelina,TX,Texas,75.68,34422,17.94,-0.060274,1711,0.496980,151,10122.6,212,0.660,0.753,0.269,0.5688,-0.1060,-0.6621
Franklin,MS,Mississippi,69.63,4066,18.96,-0.060561,1712,0.090835,2307,773.7,2126,0.491,0.185,0.322,0.1872,-0.3236,-0.5635
Meeker,MN,Minnesota,70.43,13694,19.95,-0.060591,1713,0.270279,966,2776.0,1125,0.509,0.531,0.378,0.2380,-0.2546,-0.4681
Louisa,IA,Iowa,69.70,5142,16.79,-0.060599,1714,0.120540,2031,984.3,1983,0.492,0.245,0.215,0.1918,-0.3159,-0.7735
Fulton,KY,Kentucky,69.51,2145,16.10,-0.060676,1715,0.042856,2726,404.4,2426,0.487,0.088,0.179,0.1799,-0.3374,-0.8402
Johnson,NE,Nebraska,69.52,2152,17.70,-0.060800,1716,0.043343,2721,405.9,2423,0.487,0.089,0.258,0.1802,-0.3373,-0.6853
Ogemaw,MI,Michigan,70.35,12622,17.20,-0.060983,1717,0.256035,1050,2541.5,1212,0.507,0.505,0.238,0.2325,-0.2623,-0.7339
Greenlee,AZ,Arizona,69.60,3316,20.87,-0.061065,1718,0.071540,2455,629.8,2232,0.490,0.146,0.428,0.1856,-0.3290,-0.3792
Harrison,IA,Iowa,69.93,7959,21.99,-0.061070,1719,0.178423,1553,1551.8,1626,0.497,0.359,0.488,0.2065,-0.2957,-0.2700
Jones,MS,Mississippi,73.01,27755,20.65,-0.061642,1720,0.415548,346,6810.4,413,0.582,0.714,0.418,0.4009,-0.1538,-0.4001
Grundy,IA,Iowa,69.94,7146,27.84,-0.062422,1721,0.163842,1672,1394.2,1721,0.498,0.329,0.705,0.2070,-0.3015,0.2956
Powhatan,VA,Virginia,71.58,20841,34.97,-0.063120,1722,0.352512,573,4608.8,702,0.544,0.648,0.851,0.3104,-0.2033,0.9864
Cullman,AL,Alabama,89.70,43146,19.69,-0.063129,1723,0.777165,1,27570.4,18,0.985,0.789,0.363,1.4540,-0.0434,-0.4930
Allegany,NY,New York,71.36,19376,24.86,-0.063361,1724,0.335980,641,4213.9,774,0.535,0.628,0.608,0.2963,-0.2138,0.0071
Menard,IL,Illinois,69.96,6431,28.29,-0.063808,1725,0.150396,1791,1256.3,1803,0.498,0.302,0.716,0.2081,-0.3066,0.3395
Susquehanna,PA,Pennsylvania,71.92,22404,19.45,-0.063818,1726,0.365864,515,5082.1,613,0.551,0.664,0.351,0.3322,-0.1921,-0.5161
Atascosa,TX,Texas,71.25,18444,15.75,-0.063911,1727,0.328776,667,3980.4,830,0.532,0.618,0.160,0.2898,-0.2205,-0.8745
Marion,MS,Mississippi,70.38,11188,13.73,-0.063950,1728,0.242316,1133,2258.7,1315,0.508,0.477,0.081,0.2346,-0.2725,-1.0698
Pickaway,OH,Ohio,73.79,29280,21.70,-0.064293,1729,0.437900,281,7587.9,350,0.604,0.725,0.474,0.4501,-0.1428,-0.2986
Avoyelles,LA,Louisiana,70.95,16037,11.46,-0.064429,1730,0.300252,810,3383.7,957,0.524,0.573,0.027,0.2710,-0.2378,-1.2893
Kanabec,MN,Minnesota,70.27,9703,15.73,-0.064446,1731,0.218086,1272,1941.9,1447,0.506,0.431,0.158,0.2276,-0.2832,-0.8766
Washington,NE,Nebraska,70.59,12545,36.83,-0.065098,1732,0.257544,1036,2573.4,1203,0.511,0.504,0.875,0.2477,-0.2628,1.1661
Jackson,MN,Minnesota,69.97,5644,26.06,-0.065181,1733,0.131736,1932,1103.5,1901,0.499,0.264,0.654,0.2087,-0.3123,0.1235
Mason,IL,Illinois,70.03,6374,17.05,-0.065375,1734,0.150000,1796,1252.7,1805,0.500,0.300,0.230,0.2129,-0.3070,-0.7485
Malheur,OR,Oregon,70.44,10945,15.18,-0.065469,1735,0.239190,1150,2220.6,1329,0.510,0.469,0.134,0.2387,-0.2743,-0.9294
Curry,NM,New Mexico,70.91,15109,23.30,-0.065564,1736,0.289155,870,3177.5,1005,0.521,0.555,0.545,0.2682,-0.2444,-0.1432
Beaverhead,MT,Montana,70.04,5794,37.67,-0.066329,1737,0.136773,1882,1139.0,1878,0.501,0.273,0.884,0.2131,-0.3112,1.2475
Abbeville,SC,South Carolina,70.63,12048,20.35,-0.066652,1738,0.253440,1070,2479.0,1240,0.512,0.495,0.399,0.2502,-0.2664,-0.4292
Loudon,TN,Tennessee,75.96,33209,29.45,-0.067289,1739,0.500412,142,9949.4,219,0.669,0.748,0.744,0.5869,-0.1147,0.4516
Franklin,IA,Iowa,70.02,4900,19.40,-0.067343,1740,0.114500,2087,961.9,1997,0.500,0.229,0.349,0.2120,-0.3176,-0.5215
Lamar,MS,Mississippi,73.75,28171,34.50,-0.067412,1741,0.432236,297,7276.1,378,0.602,0.718,0.844,0.4471,-0.1508,0.9405
Wakulla,FL,Florida,71.75,19856,23.26,-0.067522,1742,0.347256,599,4445.4,726,0.546,0.636,0.543,0.3209,-0.2104,-0.1471
Chaves,NM,New Mexico,72.15,22028,17.90,-0.067528,1743,0.368280,506,5081.2,614,0.558,0.660,0.268,0.3466,-0.1948,-0.6660
Spencer,IN,Indiana,70.52,10442,22.00,-0.067728,1744,0.231540,1200,2131.6,1370,0.510,0.454,0.488,0.2437,-0.2779,-0.2692
Alcona,MI,Michigan,70.25,7483,21.41,-0.067798,1745,0.172546,1599,1495.9,1659,0.506,0.341,0.458,0.2267,-0.2991,-0.3263
Botetourt,VA,Virginia,72.15,21893,28.48,-0.067830,1746,0.367722,508,5049.1,617,0.558,0.659,0.721,0.3464,-0.1958,0.3581
Pulaski,GA,Georgia,70.02,4336,14.50,-0.068160,1747,0.100299,2213,851.1,2070,0.499,0.201,0.105,0.2119,-0.3217,-0.9959
Columbia,WA,Washington,69.90,2485,24.92,-0.068456,1748,0.053568,2629,483.2,2361,0.496,0.108,0.612,0.2044,-0.3349,0.0130
Kalkaska,MI,Michigan,70.68,11529,18.99,-0.068551,1749,0.249260,1094,2382.6,1270,0.515,0.484,0.322,0.2538,-0.2701,-0.5612
Brule,SD,South Dakota,69.91,2423,28.71,-0.068842,1750,0.051088,2647,471.7,2373,0.496,0.103,0.728,0.2053,-0.3354,0.3798
District 7,AK,Alaska,70.53,9609,28.06,-0.069269,1751,0.218197,1269,1962.3,1438,0.511,0.427,0.712,0.2440,-0.2839,0.3169
Catoosa,GA,Georgia,77.49,35038,24.23,-0.069371,1752,0.537516,83,11565.4,160,0.711,0.756,0.582,0.6831,-0.1015,-0.0539
Greene,PA,Pennsylvania,71.47,17236,21.67,-0.069588,1753,0.322920,694,3781.2,870,0.540,0.598,0.473,0.3036,-0.2292,-0.3014
Sibley,MN,Minnesota,70.45,8537,19.43,-0.069648,1754,0.196860,1424,1732.5,1542,0.510,0.386,0.350,0.2389,-0.2915,-0.5187
Clarke,IA,Iowa,70.10,4479,15.98,-0.069693,1755,0.105922,2159,885.1,2052,0.502,0.211,0.170,0.2174,-0.3206,-0.8524
District 29,AK,Alaska,70.65,10500,27.12,-0.069811,1756,0.234384,1183,2164.1,1360,0.514,0.456,0.685,0.2516,-0.2775,0.2263
Lee,GA,Georgia,71.57,17683,34.11,-0.069946,1757,0.328452,672,3906.3,842,0.542,0.606,0.834,0.3095,-0.2260,0.9025
Posey,IN,Indiana,70.94,12978,25.25,-0.070057,1758,0.267264,983,2734.3,1142,0.522,0.512,0.626,0.2698,-0.2597,0.0447
Murray,MN,Minnesota,70.16,4769,23.51,-0.070377,1759,0.111666,2109,946.6,2005,0.503,0.222,0.554,0.2209,-0.3186,-0.1230
Page,IA,Iowa,70.38,7322,19.24,-0.070415,1760,0.171704,1606,1477.9,1665,0.508,0.338,0.338,0.2345,-0.3003,-0.5365
Putnam,GA,Georgia,70.95,12877,31.13,-0.070462,1761,0.265698,991,2715.7,1148,0.522,0.509,0.780,0.2706,-0.2604,0.6143
Adams,WA,Washington,70.21,5365,15.71,-0.070482,1762,0.128016,1970,1069.3,1927,0.504,0.254,0.157,0.2243,-0.3143,-0.8784
Washington,OK,Oklahoma,72.65,23174,30.06,-0.070529,1763,0.383910,449,5540.9,554,0.573,0.670,0.757,0.3780,-0.1866,0.5111
Harrison,TX,Texas,74.92,30243,22.67,-0.070836,1764,0.463356,225,8460.4,290,0.633,0.732,0.519,0.5211,-0.1359,-0.2044
Harding,NM,New Mexico,69.88,425,33.33,-0.071099,1765,0.001980,3124,82.5,2613,0.495,0.004,0.822,0.2033,-0.3497,0.8276
Montgomery,IL,Illinois,71.03,13203,18.31,-0.071150,1766,0.272468,948,2801.6,1118,0.526,0.518,0.286,0.2757,-0.2581,-0.6271
Henderson,TX,Texas,81.42,38540,20.67,-0.071182,1767,0.640098,19,16054.4,87,0.827,0.774,0.418,0.9312,-0.0764,-0.3978
Seminole,GA,Georgia,70.15,4007,13.38,-0.071395,1768,0.091546,2299,794.8,2110,0.503,0.182,0.071,0.2203,-0.3240,-1.1040
Cheatham,TN,Tennessee,72.26,20741,26.57,-0.072068,1769,0.362967,526,4820.7,658,0.561,0.647,0.671,0.3532,-0.2040,0.1731
Jackson,KS,Kansas,70.39,6474,22.65,-0.072079,1770,0.154227,1755,1308.0,1775,0.509,0.303,0.517,0.2353,-0.3063,-0.2069
Ashe,NC,North Carolina,71.55,16253,25.94,-0.072881,1771,0.313818,735,3586.1,910,0.542,0.579,0.650,0.3085,-0.2362,0.1118
Wilkes,NC,North Carolina,79.33,36320,16.87,-0.073819,1772,0.579112,46,13406.5,120,0.758,0.764,0.220,0.7993,-0.0924,-0.7657
Marshall,AL,Alabama,85.26,40388,21.54,-0.074149,1773,0.720720,4,20701.9,49,0.924,0.780,0.467,1.1734,-0.0632,-0.3136
Jackson,FL,Florida,72.74,22098,15.13,-0.074538,1774,0.380075,460,5317.5,588,0.575,0.661,0.132,0.3836,-0.1943,-0.9344
Stutsman,ND,North Dakota,70.90,10134,25.86,-0.074930,1775,0.232366,1194,2129.4,1373,0.521,0.446,0.647,0.2675,-0.2801,0.1044
DeSoto,FL,Florida,71.17,12488,10.80,-0.074938,1776,0.266087,986,2678.6,1158,0.529,0.503,0.020,0.2847,-0.2632,-1.3533
Ware,GA,Georgia,71.42,14392,14.41,-0.074978,1777,0.291054,854,3145.3,1016,0.537,0.542,0.102,0.3004,-0.2496,-1.0042
Harris,GA,Georgia,72.84,22353,37.98,-0.075115,1778,0.383214,452,5419.4,567,0.578,0.663,0.889,0.3902,-0.1925,1.2774
District 30,AK,Alaska,70.95,10306,18.45,-0.075462,1779,0.235350,1173,2173.6,1357,0.523,0.450,0.297,0.2706,-0.2789,-0.6128
Pulaski,VA,Virginia,71.97,17690,20.80,-0.075732,1780,0.335671,643,4027.0,821,0.553,0.607,0.424,0.3352,-0.2259,-0.3856
Clay,IA,Iowa,70.80,8541,27.55,-0.076141,1781,0.200466,1405,1781.0,1519,0.518,0.387,0.698,0.2612,-0.2915,0.2677
Harrison,IN,Indiana,72.53,20448,21.75,-0.076290,1782,0.364656,520,4845.5,650,0.568,0.642,0.477,0.3701,-0.2061,-0.2941
Sanilac,MI,Michigan,73.18,23339,16.47,-0.076304,1783,0.396480,405,5795.3,521,0.590,0.672,0.196,0.4115,-0.1854,-0.8046
Redwood,MN,Minnesota,70.80,8326,22.18,-0.076592,1784,0.194768,1437,1736.5,1537,0.518,0.376,0.498,0.2614,-0.2931,-0.2516
Lonoke,AR,Arkansas,75.85,30620,22.08,-0.077239,1785,0.488178,170,9107.1,261,0.666,0.733,0.492,0.5798,-0.1332,-0.2621
Logan,OK,Oklahoma,73.49,24149,31.40,-0.077444,1786,0.406640,374,6128.9,478,0.598,0.680,0.788,0.4312,-0.1796,0.6409
Oglethorpe,GA,Georgia,70.90,8822,25.34,-0.077489,1787,0.205274,1370,1854.0,1482,0.521,0.394,0.631,0.2677,-0.2895,0.0543
Tate,MS,Mississippi,71.42,12861,23.64,-0.078207,1788,0.273333,942,2809.8,1115,0.537,0.509,0.559,0.3002,-0.2605,-0.1103
Shelby,IA,Iowa,70.71,6505,24.07,-0.078315,1789,0.157380,1733,1347.7,1748,0.516,0.305,0.575,0.2558,-0.3061,-0.0695
Perry,PA,Pennsylvania,74.14,25725,20.22,-0.079455,1790,0.426564,320,6827.8,412,0.612,0.697,0.393,0.4721,-0.1683,-0.4421
DeKalb,IN,Indiana,72.64,19792,20.20,-0.079561,1791,0.362014,534,4728.9,682,0.571,0.634,0.392,0.3773,-0.2108,-0.4436
St. Francois,MO,Missouri,75.21,28615,17.25,-0.079610,1792,0.466412,216,8160.4,306,0.646,0.722,0.240,0.5394,-0.1476,-0.7293
Union,IL,Illinois,70.96,8226,20.94,-0.079664,1793,0.194928,1436,1736.1,1538,0.524,0.372,0.434,0.2712,-0.2938,-0.3717
Ashland,OH,Ohio,74.50,26663,22.59,-0.079896,1794,0.435776,285,7249.6,382,0.619,0.704,0.514,0.4944,-0.1616,-0.2125
Raleigh,WV,West Virginia,76.35,30966,22.50,-0.079971,1795,0.499065,145,9515.8,239,0.679,0.735,0.510,0.6117,-0.1307,-0.2207
Carbon,UT,Utah,71.14,9445,18.79,-0.080535,1796,0.222709,1244,2020.7,1414,0.529,0.421,0.313,0.2825,-0.2850,-0.5799
Charles Mix,SD,South Dakota,70.57,3615,25.67,-0.080569,1797,0.082271,2374,740.5,2156,0.511,0.161,0.639,0.2465,-0.3268,0.0854
Marion,KY,Kentucky,71.12,9102,15.06,-0.080832,1798,0.214896,1298,1944.1,1443,0.528,0.407,0.129,0.2812,-0.2875,-0.9415
Mountrail,ND,North Dakota,70.64,4073,22.72,-0.081164,1799,0.094905,2266,838.7,2077,0.513,0.185,0.521,0.2509,-0.3235,-0.2003
White,IN,Indiana,71.39,11163,19.20,-0.081347,1800,0.255136,1057,2433.4,1251,0.536,0.476,0.336,0.2983,-0.2727,-0.5400
Henry,IN,Indiana,72.96,20604,17.45,-0.081518,1801,0.372940,488,5037.0,621,0.580,0.643,0.245,0.3976,-0.2050,-0.7097
Cumberland,TN,Tennessee,79.09,34642,19.06,-0.081878,1802,0.566256,56,12608.6,136,0.752,0.753,0.327,0.7844,-0.1044,-0.5542
Hocking,OH,Ohio,71.75,13489,13.47,-0.082304,1803,0.287175,878,3021.8,1052,0.547,0.525,0.072,0.3215,-0.2560,-1.0955
Newton,MS,Mississippi,71.23,9323,19.34,-0.082483,1804,0.220896,1254,2008.8,1419,0.531,0.416,0.343,0.2885,-0.2859,-0.5273
Lincoln,MO,Missouri,77.38,32133,18.36,-0.082805,1805,0.525301,94,10538.9,193,0.707,0.743,0.291,0.6767,-0.1224,-0.6215
Cass,IL,Illinois,70.83,5241,20.76,-0.082847,1806,0.128712,1956,1095.1,1908,0.519,0.248,0.423,0.2629,-0.3152,-0.3897
Nodaway,MO,Missouri,71.31,9689,27.90,-0.083071,1807,0.229620,1212,2099.5,1388,0.534,0.430,0.706,0.2932,-0.2833,0.3017
Creek,OK,Oklahoma,76.96,31312,18.72,-0.083359,1808,0.513605,111,10000.4,218,0.695,0.739,0.310,0.6499,-0.1283,-0.5865
Mason,KY,Kentucky,71.14,7901,19.95,-0.083751,1809,0.188853,1479,1691.0,1562,0.529,0.357,0.379,0.2828,-0.2961,-0.4676
Livingston,IL,Illinois,72.33,16549,18.99,-0.083758,1810,0.329918,664,3866.8,847,0.563,0.586,0.324,0.3578,-0.2341,-0.5604
Simpson,KY,Kentucky,71.25,8776,18.79,-0.083956,1811,0.208683,1342,1893.6,1468,0.531,0.393,0.313,0.2897,-0.2898,-0.5803
Lawrence,OH,Ohio,74.92,26713,18.52,-0.084013,1812,0.446265,258,7472.3,360,0.633,0.705,0.301,0.5211,-0.1612,-0.6062
Granite,MT,Montana,70.63,2176,34.22,-0.084540,1813,0.046170,2697,448.0,2401,0.513,0.090,0.837,0.2508,-0.3371,0.9136
Kossuth,IA,Iowa,71.25,8397,22.82,-0.084753,1814,0.201628,1397,1811.9,1508,0.532,0.379,0.525,0.2897,-0.2925,-0.1904
Brooke,WV,West Virginia,71.42,9782,23.40,-0.084823,1815,0.232624,1192,2137.1,1366,0.536,0.434,0.549,0.3001,-0.2826,-0.1343
Crawford,IA,Iowa,71.06,6545,17.72,-0.084938,1816,0.162096,1689,1392.2,1723,0.528,0.307,0.259,0.2777,-0.3058,-0.6842
Walsh,ND,North Dakota,70.86,4496,19.16,-0.084996,1817,0.110028,2123,942.0,2010,0.519,0.212,0.334,0.2652,-0.3205,-0.5440
Bond,IL,Illinois,71.23,7991,21.62,-0.085195,1818,0.191330,1466,1721.5,1547,0.530,0.361,0.471,0.2884,-0.2955,-0.3062
McDowell,NC,North Carolina,74.06,23655,18.10,-0.085569,1819,0.413036,352,6245.3,464,0.611,0.676,0.273,0.4672,-0.1832,-0.6468
Shelby,IN,Indiana,73.09,19754,21.92,-0.085639,1820,0.369672,500,4873.0,640,0.584,0.633,0.483,0.4056,-0.2111,-0.2770
Lincoln,MS,Mississippi,72.35,15802,19.28,-0.085895,1821,0.319784,708,3696.1,888,0.563,0.568,0.341,0.3587,-0.2395,-0.5329
Snyder,PA,Pennsylvania,73.18,20038,20.63,-0.086026,1822,0.375782,476,4975.2,626,0.589,0.638,0.415,0.4114,-0.2091,-0.4023
DeWitt,IL,Illinois,71.27,7758,23.20,-0.086394,1823,0.187264,1496,1676.1,1573,0.532,0.352,0.540,0.2908,-0.2971,-0.1532
Pontotoc,OK,Oklahoma,72.27,15174,30.28,-0.086428,1824,0.313034,738,3531.2,919,0.562,0.557,0.763,0.3543,-0.2440,0.5325
Washington,VA,Virginia,76.35,29412,26.67,-0.086712,1825,0.492954,161,9033.4,266,0.679,0.726,0.674,0.6112,-0.1419,0.1829
McKean,PA,Pennsylvania,73.17,19682,20.84,-0.086908,1826,0.371028,495,4882.5,639,0.588,0.631,0.426,0.4106,-0.2116,-0.3815
Evans,GA,Georgia,70.95,4244,14.48,-0.087188,1827,0.102834,2188,895.0,2041,0.522,0.197,0.104,0.2705,-0.3223,-0.9974
Quay,NM,New Mexico,70.90,3625,19.59,-0.087344,1828,0.084240,2363,761.5,2140,0.520,0.162,0.356,0.2673,-0.3268,-0.5029
Elbert,GA,Georgia,71.54,9589,16.28,-0.087449,1829,0.229925,1210,2114.3,1378,0.541,0.425,0.187,0.3079,-0.2840,-0.8233
Coffee,GA,Georgia,72.47,15715,13.90,-0.087945,1830,0.320922,702,3707.9,884,0.567,0.566,0.087,0.3663,-0.2401,-1.0531
Ellis,KS,Kansas,72.11,13511,38.91,-0.088015,1831,0.293539,847,3107.1,1027,0.557,0.527,0.900,0.3440,-0.2559,1.3678
Vermillion,IN,Indiana,71.31,7256,17.62,-0.088164,1832,0.178022,1559,1572.2,1616,0.533,0.334,0.253,0.2932,-0.3007,-0.6939
Wise,TX,Texas,84.68,38243,22.15,-0.089340,1833,0.704203,6,19022.7,56,0.911,0.773,0.495,1.1371,-0.0786,-0.2548
Saluda,SC,South Carolina,71.58,9014,20.43,-0.089396,1834,0.218829,1265,1993.0,1430,0.543,0.403,0.403,0.3103,-0.2881,-0.4218
Teton,MT,Montana,70.99,3568,26.78,-0.089426,1835,0.083475,2365,755.0,2145,0.525,0.159,0.676,0.2733,-0.3272,0.1932
Christian,IL,Illinois,72.55,15545,17.14,-0.089683,1836,0.319216,711,3690.3,890,0.568,0.562,0.234,0.3717,-0.2413,-0.7400
Lewis,NY,New York,72.13,12966,18.55,-0.089739,1837,0.285138,889,2986.8,1061,0.558,0.511,0.303,0.3454,-0.2598,-0.6030
Arkansas,AR,Arkansas,71.23,5547,13.56,-0.090199,1838,0.138330,1874,1194.8,1840,0.530,0.261,0.075,0.2882,-0.3130,-1.0863
Cass,IN,Indiana,72.36,14213,16.48,-0.090267,1839,0.303970,787,3328.8,967,0.565,0.538,0.196,0.3598,-0.2508,-0.8034
Hood,TX,Texas,82.55,36553,32.95,-0.090910,1840,0.657994,13,16214.6,83,0.859,0.766,0.817,1.0025,-0.0907,0.7901
Kingsbury,SD,South Dakota,71.01,2801,23.09,-0.091311,1841,0.064050,2532,593.5,2263,0.525,0.122,0.536,0.2745,-0.3327,-0.1636
Power,ID,Idaho,71.04,3021,15.29,-0.091416,1842,0.069432,2481,641.4,2222,0.526,0.132,0.140,0.2761,-0.3311,-0.9188
Jerauld,SD,South Dakota,70.87,999,21.35,-0.091816,1843,0.014040,2997,209.4,2555,0.520,0.027,0.454,0.2657,-0.3456,-0.3326
Levy,FL,Florida,74.84,24378,16.53,-0.091877,1844,0.429660,304,6784.3,416,0.630,0.682,0.198,0.5162,-0.1780,-0.7985
Randolph,WV,West Virginia,72.07,11594,19.79,-0.092064,1845,0.270216,968,2658.5,1167,0.556,0.486,0.370,0.3415,-0.2696,-0.4835
Madison,MT,Montana,71.43,6461,32.58,-0.092195,1846,0.162174,1687,1412.8,1708,0.537,0.302,0.810,0.3009,-0.3064,0.7549
La Paz,AZ,Arizona,71.57,7643,13.46,-0.092280,1847,0.187532,1493,1688.8,1565,0.542,0.346,0.072,0.3097,-0.2980,-1.0963
Hillsdale,MI,Michigan,75.04,24828,21.17,-0.092396,1848,0.438993,279,7001.6,401,0.639,0.687,0.445,0.5287,-0.1747,-0.3499
Franklin,FL,Florida,71.49,6758,27.93,-0.092650,1849,0.169560,1628,1484.0,1663,0.540,0.314,0.708,0.3045,-0.3043,0.3046
Monroe,GA,Georgia,73.17,17704,26.96,-0.092753,1850,0.357523,556,4392.3,744,0.589,0.607,0.681,0.4107,-0.2258,0.2107
Coosa,AL,Alabama,71.34,5268,13.86,-0.092936,1851,0.133215,1919,1144.0,1873,0.535,0.249,0.085,0.2951,-0.3150,-1.0575
Howard,MO,Missouri,71.31,4956,28.19,-0.093018,1852,0.124422,2001,1073.9,1925,0.534,0.233,0.714,0.2932,-0.3172,0.3296
Pope,AR,Arkansas,74.90,24191,24.66,-0.093175,1853,0.429711,303,6756.5,420,0.631,0.681,0.601,0.5196,-0.1793,-0.0118
Adams,IA,Iowa,71.05,2135,26.98,-0.093548,1854,0.046376,2694,453.9,2395,0.527,0.088,0.682,0.2772,-0.3374,0.2125
Emmet,IA,Iowa,71.32,4798,17.09,-0.093629,1855,0.119082,2045,1040.7,1951,0.534,0.223,0.232,0.2941,-0.3183,-0.7451
Elk,PA,Pennsylvania,73.12,17153,20.59,-0.093714,1856,0.349842,584,4241.9,768,0.586,0.597,0.413,0.4079,-0.2298,-0.4056
Currituck,NC,North Carolina,73.31,18053,30.88,-0.093726,1857,0.362304,531,4523.8,715,0.592,0.612,0.774,0.4197,-0.2233,0.5898
Butts,GA,Georgia,72.39,13019,14.40,-0.093727,1858,0.290924,859,3054.3,1048,0.566,0.514,0.101,0.3613,-0.2594,-1.0051
Huntington,IN,Indiana,73.24,17735,21.26,-0.093731,1859,0.359344,545,4423.3,731,0.592,0.607,0.450,0.4155,-0.2256,-0.3412
Ste. Genevieve,MO,Missouri,71.92,9776,16.79,-0.093826,1860,0.238583,1153,2217.0,1332,0.551,0.433,0.214,0.3319,-0.2827,-0.7742
Gilliam,OR,Oregon,70.99,1134,20.96,-0.094098,1861,0.018900,2941,239.9,2539,0.525,0.036,0.435,0.2731,-0.3446,-0.3700
Emanuel,GA,Georgia,71.93,9619,13.47,-0.094371,1862,0.236256,1169,2182.9,1350,0.552,0.428,0.073,0.3325,-0.2838,-1.0953
Tipton,TN,Tennessee,75.95,26733,20.69,-0.094394,1863,0.471608,202,8001.9,321,0.668,0.706,0.420,0.5860,-0.1611,-0.3962
Escambia,AL,Alabama,72.77,14957,13.53,-0.094626,1864,0.317927,717,3606.6,902,0.577,0.551,0.074,0.3854,-0.2455,-1.0896
Dickson,TN,Tennessee,75.39,25204,22.03,-0.094798,1865,0.451184,242,7275.6,379,0.652,0.692,0.489,0.5510,-0.1720,-0.2670
Cherokee,SC,South Carolina,75.27,24839,18.41,-0.094917,1866,0.445176,260,7113.6,394,0.648,0.687,0.293,0.5434,-0.1747,-0.6172
Montgomery,IN,Indiana,73.11,16581,20.42,-0.095143,1867,0.342224,619,4095.7,797,0.584,0.586,0.402,0.4068,-0.2339,-0.4226
Orange,TX,Texas,83.08,36338,17.71,-0.095569,1868,0.667736,11,16597.4,78,0.874,0.764,0.258,1.0362,-0.0922,-0.6848
Jefferson,IL,Illinois,73.15,16662,18.17,-0.095594,1869,0.345156,610,4129.3,790,0.588,0.587,0.278,0.4098,-0.2333,-0.6403
Kerr,TX,Texas,76.73,28170,31.32,-0.095808,1870,0.495420,155,8866.7,270,0.690,0.718,0.787,0.6354,-0.1508,0.6330
Pettis,MO,Missouri,73.65,18882,18.41,-0.095898,1871,0.372600,491,4845.3,651,0.600,0.621,0.294,0.4412,-0.2174,-0.6165
Kendall,TX,Texas,77.33,29315,48.90,-0.095945,1872,0.511830,117,9579.4,238,0.705,0.726,0.963,0.6729,-0.1426,2.3341
