County,ST,State,GOP Share,Total Votes,Bachelor's+,Z-Score Index,Z Rank,Percentile Index,P Rank,RESI,RESI Rank,GOP Pctile,Vote Pctile,Edu Pctile,GOP z,Vote z,Edu z
Saunders,NE,Nebraska,72.64,13565,32.61,-0.096445,1873,0.302588,800,3241.6,993,0.572,0.529,0.811,0.3775,-0.2555,0.7577
Montgomery,KY,Kentucky,72.55,12821,20.93,-0.096977,1874,0.288544,872,3044.1,1049,0.568,0.508,0.433,0.3718,-0.2608,-0.3729
Henry,OH,Ohio,72.91,14912,19.50,-0.097012,1875,0.319580,709,3633.3,898,0.580,0.551,0.353,0.3946,-0.2458,-0.5115
Butler,IA,Iowa,71.89,8046,21.41,-0.097304,1876,0.200200,1406,1820.1,1500,0.550,0.364,0.458,0.3298,-0.2951,-0.3263
Hancock,WV,West Virginia,72.62,13030,19.88,-0.097471,1877,0.292980,850,3108.0,1025,0.570,0.514,0.374,0.3759,-0.2593,-0.4745
Oscoda,MI,Michigan,71.57,5192,15.64,-0.097780,1878,0.133578,1915,1147.4,1870,0.543,0.246,0.154,0.3099,-0.3155,-0.8854
Amelia,VA,Virginia,71.91,8032,18.59,-0.097815,1879,0.200013,1408,1820.3,1499,0.551,0.363,0.306,0.3314,-0.2952,-0.5994
Buena Vista City,VA,Virginia,71.33,2853,23.30,-0.097878,1880,0.066340,2507,619.2,2242,0.535,0.124,0.545,0.2946,-0.3323,-0.1437
Williams,OH,Ohio,73.66,18275,13.67,-0.097900,1881,0.369615,501,4691.4,687,0.601,0.615,0.079,0.4415,-0.2217,-1.0758
Fremont,IA,Iowa,71.44,3795,20.78,-0.098100,1882,0.092536,2284,830.3,2083,0.538,0.172,0.424,0.3013,-0.3255,-0.3875
Roosevelt,NM,New Mexico,71.74,6533,21.18,-0.098117,1883,0.167076,1647,1462.3,1675,0.546,0.306,0.446,0.3207,-0.3059,-0.3484
Adair,IA,Iowa,71.47,4080,19.94,-0.098188,1884,0.100793,2209,894.9,2042,0.539,0.187,0.378,0.3035,-0.3235,-0.4686
Walker,GA,Georgia,79.36,32086,21.33,-0.098292,1885,0.563901,63,11862.8,153,0.761,0.741,0.453,0.8010,-0.1227,-0.3342
Roane,TN,Tennessee,76.65,27412,22.13,-0.098457,1886,0.488432,169,8583.5,283,0.686,0.712,0.494,0.6302,-0.1562,-0.2573
Sheridan,WY,Wyoming,73.31,16425,31.10,-0.098581,1887,0.345728,607,4115.0,792,0.592,0.584,0.779,0.4195,-0.2350,0.6113
Wilson,TX,Texas,76.60,27275,25.89,-0.098640,1888,0.486350,175,8516.7,286,0.685,0.710,0.647,0.6275,-0.1572,0.1069
Grant,SD,South Dakota,71.46,3630,25.31,-0.098950,1889,0.087857,2337,795.6,2109,0.539,0.163,0.628,0.3029,-0.3267,0.0508
Morgan,GA,Georgia,72.75,13181,29.68,-0.099208,1890,0.297792,827,3173.8,1006,0.576,0.517,0.751,0.3842,-0.2582,0.4739
Wheeler,OR,Oregon,71.20,868,18.81,-0.099221,1891,0.011130,3025,186.5,2567,0.530,0.021,0.315,0.2863,-0.3465,-0.5787
Warren,MO,Missouri,74.22,20095,20.17,-0.099570,1892,0.392346,421,5363.0,578,0.614,0.639,0.391,0.4771,-0.2087,-0.4467
Phillips,KS,Kansas,72.83,13472,22.49,-0.099643,1893,0.302348,802,3261.7,982,0.577,0.524,0.509,0.3890,-0.2562,-0.2221
Nemaha,NE,Nebraska,71.47,3418,29.41,-0.099711,1894,0.081540,2380,749.9,2152,0.540,0.151,0.743,0.3038,-0.3282,0.4480
Lawrence,IN,Indiana,74.60,21220,20.41,-0.100494,1895,0.406166,375,5809.9,518,0.622,0.653,0.402,0.5009,-0.2006,-0.4232
Tallapoosa,AL,Alabama,74.33,20023,20.33,-0.101296,1896,0.392392,420,5384.7,574,0.616,0.637,0.398,0.4842,-0.2092,-0.4314
Wyoming,NY,New York,74.11,19041,18.16,-0.101693,1897,0.380653,456,5044.1,618,0.611,0.623,0.277,0.4703,-0.2162,-0.6414
Elbert,CO,Colorado,74.47,20422,36.09,-0.101721,1898,0.396138,408,5544.1,553,0.618,0.641,0.861,0.4930,-0.2063,1.0941
Custer,SD,South Dakota,71.87,6001,31.60,-0.101840,1899,0.155650,1746,1355.9,1741,0.550,0.283,0.793,0.3288,-0.3097,0.6597
Palo Alto,IA,Iowa,71.78,4982,19.01,-0.102382,1900,0.128780,1954,1118.0,1893,0.548,0.235,0.326,0.3229,-0.3170,-0.5588
Burnet,TX,Texas,77.42,28153,28.54,-0.102415,1901,0.506928,130,9251.8,251,0.708,0.716,0.723,0.6787,-0.1509,0.3636
Lafayette,MO,Missouri,73.75,17248,26.22,-0.102447,1902,0.360598,539,4455.4,725,0.602,0.599,0.661,0.4472,-0.2291,0.1387
Morgan,CO,Colorado,73.00,13465,17.82,-0.102555,1903,0.304444,785,3301.7,974,0.581,0.524,0.263,0.4003,-0.2562,-0.6740
Carroll,MS,Mississippi,71.81,5194,21.15,-0.102593,1904,0.135356,1896,1168.6,1857,0.548,0.247,0.444,0.3252,-0.3155,-0.3513
Montmorency,MI,Michigan,71.96,6391,15.56,-0.102648,1905,0.165900,1656,1453.6,1684,0.553,0.300,0.152,0.3344,-0.3069,-0.8930
District 28,AK,Alaska,72.35,9279,25.45,-0.102687,1906,0.233496,1187,2170.5,1359,0.564,0.414,0.634,0.3588,-0.2862,0.0646
Douglas,IL,Illinois,72.25,8410,20.86,-0.103098,1907,0.213180,1313,1953.2,1441,0.561,0.380,0.427,0.3525,-0.2925,-0.3797
Norton City,VA,Virginia,71.45,1643,13.67,-0.103148,1908,0.033418,2812,360.0,2458,0.539,0.062,0.080,0.3025,-0.3410,-1.0757
Iron,UT,Utah,77.38,27878,31.64,-0.103368,1909,0.504790,132,9138.7,259,0.706,0.715,0.793,0.6761,-0.1529,0.6632
Scotts Bluff,NE,Nebraska,73.36,15040,27.01,-0.103500,1910,0.328482,671,3780.9,871,0.594,0.553,0.684,0.4226,-0.2449,0.2156
Falls,TX,Texas,72.01,6277,19.50,-0.103860,1911,0.164280,1669,1432.7,1697,0.555,0.296,0.354,0.3375,-0.3077,-0.5115
Whitley,IN,Indiana,73.97,17740,23.63,-0.104011,1912,0.369056,503,4652.8,697,0.607,0.608,0.558,0.4611,-0.2256,-0.1114
Cooper,MO,Missouri,72.36,8835,23.97,-0.104080,1913,0.223175,1242,2068.7,1400,0.565,0.395,0.570,0.3596,-0.2894,-0.0783
Allen,KS,Kansas,71.95,5600,22.44,-0.104265,1914,0.145176,1823,1272.3,1793,0.552,0.263,0.506,0.3335,-0.3126,-0.2272
Towner,ND,North Dakota,71.45,1114,23.50,-0.104286,1915,0.018292,2951,244.1,2536,0.538,0.034,0.553,0.3025,-0.3448,-0.1241
Monona,IA,Iowa,71.84,4637,19.63,-0.104327,1916,0.119133,2043,1045.0,1946,0.549,0.217,0.360,0.3265,-0.3195,-0.4989
Galax City,VA,Virginia,71.62,2717,19.07,-0.104361,1917,0.064855,2523,602.8,2252,0.545,0.119,0.328,0.3131,-0.3333,-0.5529
Kay,OK,Oklahoma,73.81,16913,19.24,-0.104389,1918,0.358776,550,4386.9,745,0.604,0.594,0.337,0.4509,-0.2315,-0.5369
Graham,AZ,Arizona,73.46,15215,14.58,-0.104549,1919,0.331972,654,3852.5,851,0.596,0.557,0.109,0.4291,-0.2437,-0.9878
Poquoson City,VA,Virginia,72.28,8024,36.27,-0.104741,1920,0.203444,1386,1868.4,1476,0.562,0.362,0.867,0.3548,-0.2952,1.1117
Cherokee,IA,Iowa,72.04,6105,23.42,-0.104869,1921,0.160950,1708,1396.5,1719,0.555,0.290,0.551,0.3394,-0.3090,-0.1318
Crook,OR,Oregon,73.71,16297,21.30,-0.104888,1922,0.349160,588,4197.8,776,0.602,0.580,0.451,0.4446,-0.2359,-0.3370
Osceola,MI,Michigan,73.11,13184,16.60,-0.105109,1923,0.303030,794,3257.4,985,0.585,0.518,0.204,0.4070,-0.2582,-0.7922
Caddo,OK,Oklahoma,72.51,9496,15.81,-0.105156,1924,0.239841,1144,2248.5,1318,0.567,0.423,0.164,0.3694,-0.2847,-0.8685
Modoc,CA,California,71.81,4016,24.82,-0.105321,1925,0.100284,2214,903.5,2031,0.548,0.183,0.605,0.3251,-0.3240,0.0032
Hopkins,KY,Kentucky,74.80,20537,16.91,-0.105504,1926,0.403804,381,5698.0,537,0.628,0.643,0.222,0.5134,-0.2055,-0.7618
Eddy,ND,North Dakota,71.54,1205,30.52,-0.105849,1927,0.021640,2913,265.6,2516,0.541,0.040,0.767,0.3076,-0.3441,0.5550
Pecos,TX,Texas,71.86,4233,14.07,-0.105856,1928,0.107604,2147,955.9,2000,0.549,0.196,0.093,0.3283,-0.3224,-1.0375
White,AR,Arkansas,79.50,30837,20.36,-0.106628,1929,0.562244,66,11495.8,165,0.766,0.734,0.400,0.8098,-0.1317,-0.4281
Highland,VA,Virginia,71.62,1529,30.84,-0.106863,1930,0.031610,2827,339.0,2474,0.545,0.058,0.772,0.3127,-0.3418,0.5858
Lamar,GA,Georgia,72.75,10412,19.18,-0.106904,1931,0.260928,1019,2507.8,1226,0.576,0.453,0.335,0.3844,-0.2781,-0.5424
Champaign,OH,Ohio,74.89,20475,18.97,-0.106962,1932,0.405102,379,5717.0,533,0.631,0.642,0.322,0.5194,-0.2060,-0.5632
Seward,NE,Nebraska,72.59,9184,33.17,-0.107411,1933,0.234270,1184,2187.0,1348,0.570,0.411,0.820,0.3744,-0.2869,0.8116
Camden,MO,Missouri,76.71,25548,26.22,-0.107496,1934,0.478848,187,8029.2,319,0.688,0.696,0.661,0.6339,-0.1696,0.1392
Forest,PA,Pennsylvania,71.77,2650,12.29,-0.107680,1935,0.062905,2547,594.5,2260,0.547,0.115,0.043,0.3226,-0.3337,-1.2092
Morrow,OR,Oregon,72.02,4732,10.11,-0.107827,1936,0.122655,2014,1081.0,1921,0.555,0.221,0.014,0.3382,-0.3188,-1.4201
Clinton,IN,Indiana,73.16,12450,16.50,-0.108004,1937,0.295176,838,3085.9,1032,0.588,0.502,0.197,0.4099,-0.2635,-0.8014
Marion,IL,Illinois,74.03,16762,16.76,-0.108156,1938,0.359310,546,4415.1,735,0.609,0.590,0.212,0.4650,-0.2326,-0.7763
Stark,IL,Illinois,71.82,2761,21.43,-0.108436,1939,0.066429,2504,621.6,2238,0.549,0.121,0.459,0.3257,-0.3330,-0.3248
Tioga,PA,Pennsylvania,75.38,21587,22.27,-0.108910,1940,0.426405,321,6225.7,466,0.651,0.655,0.500,0.5501,-0.1980,-0.2433
Burt,NE,Nebraska,71.99,3656,24.92,-0.109838,1941,0.091410,2300,833.4,2081,0.554,0.165,0.613,0.3364,-0.3265,0.0134
Jefferson,NE,Nebraska,71.99,3631,20.21,-0.109897,1942,0.090302,2313,827.7,2084,0.554,0.163,0.392,0.3364,-0.3267,-0.4426
Newton,MO,Missouri,78.78,29097,23.54,-0.110236,1943,0.539380,81,10395.3,199,0.745,0.724,0.555,0.7648,-0.1441,-0.1200
Baker,OR,Oregon,72.83,9694,26.14,-0.110240,1944,0.249118,1096,2347.5,1282,0.578,0.431,0.657,0.3892,-0.2832,0.1314
Gibson,TN,Tennessee,75.51,21648,20.53,-0.110282,1945,0.429024,308,6296.7,459,0.654,0.656,0.410,0.5583,-0.1975,-0.4120
Lincoln,GA,Georgia,72.18,4931,15.48,-0.110463,1946,0.129129,1950,1139.3,1877,0.559,0.231,0.150,0.3480,-0.3174,-0.9005
Elmore,ID,Idaho,73.00,10672,22.35,-0.110571,1947,0.267841,982,2616.8,1190,0.581,0.461,0.502,0.4003,-0.2762,-0.2352
Huntingdon,PA,Pennsylvania,76.12,23156,19.22,-0.111489,1948,0.450910,243,7010.4,399,0.673,0.670,0.337,0.5971,-0.1867,-0.5383
Clinton,IL,Illinois,74.92,19230,25.86,-0.111978,1949,0.396258,406,5379.4,575,0.633,0.626,0.646,0.5211,-0.2149,0.1044
Coffee,TN,Tennessee,76.91,24932,21.39,-0.112476,1950,0.478166,188,7934.8,327,0.694,0.689,0.457,0.6464,-0.1740,-0.3289
Norton,KS,Kansas,72.68,7892,22.45,-0.112515,1951,0.203988,1382,1891.2,1469,0.573,0.356,0.507,0.3799,-0.2962,-0.2259
Liberty,TX,Texas,80.58,31323,11.85,-0.112601,1952,0.591200,34,12441.1,137,0.800,0.739,0.033,0.8785,-0.1282,-1.2517
Noble,IN,Indiana,74.93,18964,18.80,-0.113065,1953,0.393726,413,5307.4,589,0.633,0.622,0.314,0.5215,-0.2168,-0.5794
Treutlen,GA,Georgia,72.09,3121,11.86,-0.113234,1954,0.076309,2424,716.7,2169,0.557,0.137,0.033,0.3427,-0.3304,-1.2506
Franklin,IL,Illinois,74.61,17692,15.76,-0.113314,1955,0.378161,467,4847.4,649,0.623,0.607,0.160,0.5016,-0.2259,-0.8738
Box Elder,UT,Utah,79.02,28920,26.70,-0.113409,1956,0.543000,78,10481.8,194,0.750,0.724,0.675,0.7799,-0.1454,0.1853
Appanoose,IA,Iowa,72.55,6484,20.50,-0.113772,1957,0.172104,1603,1539.0,1639,0.568,0.303,0.409,0.3715,-0.3063,-0.4149
Audrain,MO,Missouri,73.16,10523,16.80,-0.113788,1958,0.268716,975,2609.5,1193,0.588,0.457,0.216,0.4103,-0.2773,-0.7724
Greenup,KY,Kentucky,74.60,17374,18.80,-0.114314,1959,0.373822,481,4757.1,674,0.622,0.601,0.314,0.5010,-0.2282,-0.5791
Clinton,MO,Missouri,73.33,11230,22.14,-0.114573,1960,0.283454,899,2817.7,1111,0.593,0.478,0.495,0.4209,-0.2722,-0.2557
Anderson,KY,Kentucky,73.69,13095,26.20,-0.114857,1961,0.310116,758,3369.7,963,0.601,0.516,0.660,0.4437,-0.2589,0.1374
Garfield,WA,Washington,71.97,1352,31.78,-0.114879,1962,0.025438,2880,307.7,2493,0.553,0.046,0.795,0.3349,-0.3431,0.6769
Churchill,NV,Nevada,73.78,13503,17.69,-0.114914,1963,0.316575,720,3494.9,935,0.603,0.525,0.258,0.4490,-0.2559,-0.6863
Garfield,OK,Oklahoma,75.96,21844,23.27,-0.115107,1964,0.440190,276,6544.5,437,0.670,0.657,0.543,0.5869,-0.1961,-0.1469
Evangeline,LA,Louisiana,73.95,14176,13.67,-0.115485,1965,0.326566,680,3713.1,883,0.607,0.538,0.079,0.4599,-0.2511,-1.0758
Taylor,WI,Wisconsin,73.39,11186,17.01,-0.115669,1966,0.283815,895,2817.7,1112,0.595,0.477,0.228,0.4244,-0.2725,-0.7521
Custer,MT,Montana,72.59,5797,27.02,-0.116416,1967,0.155906,1742,1380.0,1732,0.569,0.274,0.684,0.3741,-0.3112,0.2164
Schuyler,IL,Illinois,72.36,3759,19.07,-0.117162,1968,0.095316,2263,880.2,2056,0.564,0.169,0.328,0.3596,-0.3258,-0.5527
Cross,AR,Arkansas,72.74,6534,18.35,-0.117398,1969,0.175950,1578,1572.6,1615,0.575,0.306,0.290,0.3838,-0.3059,-0.6224
Miner,SD,South Dakota,72.07,1167,16.70,-0.117445,1970,0.021128,2917,267.5,2513,0.556,0.038,0.208,0.3410,-0.3444,-0.7828
Randolph,IL,Illinois,74.12,14333,15.25,-0.117707,1971,0.331092,660,3799.2,865,0.612,0.541,0.138,0.4709,-0.2500,-0.9233
Meade,SD,South Dakota,74.20,14672,27.77,-0.117811,1972,0.336472,638,3910.4,840,0.614,0.548,0.703,0.4759,-0.2476,0.2886
Crowley,CO,Colorado,72.16,1706,12.44,-0.118103,1973,0.036335,2780,393.6,2438,0.559,0.065,0.046,0.3468,-0.3405,-1.1951
Navarro,TX,Texas,75.55,19831,18.23,-0.118156,1974,0.416560,344,5785.4,524,0.656,0.635,0.282,0.5611,-0.2106,-0.6345
Knox,IN,Indiana,74.36,15110,19.07,-0.118765,1975,0.342435,618,4070.9,804,0.617,0.555,0.328,0.4859,-0.2444,-0.5531
Mineral,MT,Montana,72.33,2833,26.10,-0.118847,1976,0.069812,2476,661.7,2210,0.563,0.124,0.655,0.3575,-0.3324,0.1269
Pulaski,MO,Missouri,74.47,15549,25.81,-0.118857,1977,0.347934,595,4219.5,771,0.618,0.563,0.644,0.4926,-0.2413,0.0993
Howard,AR,Arkansas,72.57,4473,16.22,-0.119552,1978,0.120059,2034,1063.3,1934,0.569,0.211,0.184,0.3728,-0.3207,-0.8286
Dearborn,IN,Indiana,78.36,26600,25.27,-0.119629,1979,0.515328,109,9264.7,248,0.732,0.704,0.627,0.7383,-0.1620,0.0468
District 8,AK,Alaska,73.58,10805,26.14,-0.120140,1980,0.278535,921,2758.2,1135,0.599,0.465,0.657,0.4364,-0.2753,0.1314
Montgomery,KS,Kansas,72.39,2792,22.59,-0.120195,1981,0.068930,2486,655.0,2217,0.565,0.122,0.514,0.3612,-0.3327,-0.2125
Decatur,IA,Iowa,72.51,3739,23.52,-0.120224,1982,0.095823,2257,884.8,2054,0.567,0.169,0.554,0.3689,-0.3259,-0.1224
Ray,MO,Missouri,73.76,11662,16.22,-0.120581,1983,0.293058,849,3015.2,1054,0.603,0.486,0.184,0.4480,-0.2691,-0.8288
Ford,IL,Illinois,72.91,6553,18.86,-0.120637,1984,0.178332,1555,1596.5,1608,0.579,0.308,0.316,0.3945,-0.3058,-0.5739
Cook,GA,Georgia,73.05,7357,17.86,-0.120878,1985,0.197637,1420,1809.3,1510,0.583,0.339,0.265,0.4029,-0.3000,-0.6704
Marshall,WV,West Virginia,74.12,13233,20.49,-0.121340,1986,0.317628,718,3506.5,931,0.612,0.519,0.407,0.4705,-0.2579,-0.4160
Calhoun,IA,Iowa,72.75,5097,21.82,-0.121474,1987,0.138816,1870,1227.3,1820,0.576,0.241,0.479,0.3842,-0.3162,-0.2869
Pulaski,KY,Kentucky,82.09,31735,18.11,-0.121907,1988,0.626780,23,13724.6,113,0.847,0.740,0.274,0.9735,-0.1252,-0.6460
Wheeler,GA,Georgia,72.41,2276,10.04,-0.122006,1989,0.054336,2618,534.8,2311,0.566,0.096,0.012,0.3627,-0.3364,-1.4273
Dale,AL,Alabama,75.64,19139,20.40,-0.122065,1990,0.411250,359,5613.8,543,0.658,0.625,0.401,0.5663,-0.2155,-0.4246
Barren,KY,Kentucky,75.85,19802,18.32,-0.122162,1991,0.421610,331,5888.4,508,0.665,0.634,0.288,0.5796,-0.2108,-0.6254
Colquitt,GA,Georgia,74.96,16611,15.54,-0.122308,1992,0.373332,482,4658.3,695,0.636,0.587,0.151,0.5235,-0.2337,-0.8951
Gibson,IN,Indiana,74.81,15901,18.52,-0.122812,1993,0.359159,547,4416.6,733,0.629,0.571,0.300,0.5144,-0.2387,-0.6067
Benton,IN,Indiana,72.66,3954,19.84,-0.122819,1994,0.101994,2194,946.1,2007,0.573,0.178,0.372,0.3786,-0.3244,-0.4785
Crawford,OH,Ohio,76.08,20245,17.24,-0.123363,1995,0.430080,302,6111.4,484,0.672,0.640,0.239,0.5942,-0.2076,-0.7303
Dawes,NE,Nebraska,72.70,3868,36.23,-0.123841,1996,0.099876,2219,928.1,2020,0.574,0.174,0.865,0.3810,-0.3250,1.1082
Putnam,IN,Indiana,75.09,16734,20.22,-0.123848,1997,0.376960,470,4735.6,679,0.640,0.589,0.394,0.5321,-0.2328,-0.4415
Nemaha,KS,Kansas,73.13,6784,29.92,-0.124104,1998,0.184905,1514,1678.1,1569,0.587,0.315,0.755,0.4081,-0.3041,0.4974
Sweetwater,WY,Wyoming,75.10,16698,20.90,-0.124164,1999,0.376908,471,4729.2,681,0.641,0.588,0.431,0.5328,-0.2330,-0.3757
Hancock,IA,Iowa,73.01,5939,20.45,-0.124247,2000,0.163261,1675,1456.8,1683,0.581,0.281,0.404,0.4006,-0.3102,-0.4195
Ashley,AR,Arkansas,73.19,7030,12.79,-0.124499,2001,0.191750,1461,1746.1,1534,0.590,0.325,0.055,0.4118,-0.3023,-1.1611
Jackson,LA,Louisiana,73.22,7226,14.69,-0.124591,2002,0.196212,1429,1799.3,1515,0.591,0.332,0.113,0.4140,-0.3009,-0.9768
Hancock,KY,Kentucky,72.85,4633,17.27,-0.124733,2003,0.125426,1993,1123.4,1886,0.578,0.217,0.241,0.3904,-0.3195,-0.7274
Miller,AR,Arkansas,74.94,15803,14.98,-0.125020,2004,0.360112,541,4425.4,729,0.634,0.568,0.125,0.5221,-0.2394,-0.9491
Saline,IL,Illinois,73.83,10605,19.61,-0.125236,2005,0.278300,924,2755.6,1136,0.605,0.460,0.359,0.4526,-0.2767,-0.5003
Stokes,NC,North Carolina,79.29,27175,18.21,-0.125877,2006,0.536760,85,10010.3,216,0.756,0.710,0.281,0.7971,-0.1579,-0.6360
Franklin,TN,Tennessee,76.12,19728,23.88,-0.126060,2007,0.425336,322,5969.6,499,0.673,0.632,0.567,0.5966,-0.2113,-0.0879
Luce,MI,Michigan,72.70,2985,17.35,-0.126206,2008,0.074620,2435,716.1,2170,0.574,0.130,0.242,0.3809,-0.3313,-0.7201
Harrison,KY,Kentucky,73.62,9018,22.47,-0.126502,2009,0.241800,1134,2308.8,1298,0.600,0.403,0.508,0.4391,-0.2881,-0.2241
Taney,MO,Missouri,79.17,26824,25.01,-0.126612,2010,0.532371,88,9807.5,226,0.753,0.707,0.617,0.7892,-0.1604,0.0216
Morton,ND,North Dakota,75.36,17036,28.79,-0.126643,2011,0.387345,440,4908.4,631,0.651,0.595,0.732,0.5492,-0.2306,0.3879
Clarion,PA,Pennsylvania,76.20,19733,23.58,-0.127133,2012,0.426600,319,6002.8,494,0.675,0.632,0.557,0.6017,-0.2113,-0.1163
Wabash,IN,Indiana,74.67,13961,23.10,-0.127725,2013,0.333216,651,3841.3,855,0.624,0.534,0.537,0.5055,-0.2527,-0.1628
Brown,KS,Kansas,72.95,4258,19.63,-0.127776,2014,0.114840,2085,1039.7,1952,0.580,0.198,0.360,0.3966,-0.3222,-0.4994
Elko,NV,Nevada,77.24,22465,17.78,-0.127960,2015,0.466792,214,7301.8,376,0.703,0.664,0.262,0.6675,-0.1917,-0.6781
Greene,TN,Tennessee,82.28,31095,18.70,-0.127964,2016,0.627187,22,13593.2,116,0.851,0.737,0.309,0.9857,-0.1298,-0.5885
Stanley,SD,South Dakota,72.62,1735,28.24,-0.128024,2017,0.038190,2767,414.0,2417,0.570,0.067,0.715,0.3762,-0.3403,0.3346
Guernsey,OH,Ohio,75.64,17601,15.60,-0.128414,2018,0.397432,399,5165.2,605,0.658,0.604,0.153,0.5668,-0.2266,-0.8888
Kane,UT,Utah,73.02,4488,28.76,-0.128577,2019,0.123384,2007,1101.5,1903,0.582,0.212,0.731,0.4011,-0.3206,0.3847
Logan,OH,Ohio,77.68,23406,18.71,-0.128600,2020,0.482541,184,7819.3,333,0.717,0.673,0.309,0.6954,-0.1849,-0.5881
Alleghany,VA,Virginia,73.61,8277,14.65,-0.128727,2021,0.224625,1237,2118.3,1376,0.599,0.375,0.111,0.4387,-0.2934,-0.9811
Jersey,IL,Illinois,74.26,11694,22.64,-0.128951,2022,0.300120,811,3129.0,1018,0.615,0.488,0.517,0.4795,-0.2689,-0.2071
Stafford,KS,Kansas,74.04,10549,27.14,-0.128956,2023,0.279380,912,2779.5,1123,0.610,0.458,0.686,0.4654,-0.2771,0.2278
Eddy,NM,New Mexico,77.72,23342,19.30,-0.129355,2024,0.483214,183,7815.9,334,0.718,0.673,0.342,0.6977,-0.1854,-0.5306
Lanier,GA,Georgia,72.97,3736,19.28,-0.129686,2025,0.097608,2243,913.6,2026,0.581,0.168,0.341,0.3979,-0.3260,-0.5331
Pipestone,MN,Minnesota,73.12,4837,21.83,-0.129718,2026,0.131850,1931,1196.1,1839,0.586,0.225,0.480,0.4078,-0.3181,-0.2862
Mercer,WV,West Virginia,77.90,23584,22.85,-0.130254,2027,0.488025,171,7986.1,323,0.723,0.675,0.527,0.7092,-0.1837,-0.1870
Crawford,IN,Indiana,73.20,5011,11.42,-0.130711,2028,0.139240,1863,1245.8,1812,0.590,0.236,0.026,0.4126,-0.3168,-1.2933
Shoshone,ID,Idaho,73.39,6132,12.68,-0.131030,2029,0.172854,1597,1544.5,1634,0.594,0.291,0.052,0.4243,-0.3088,-1.1719
Crawford,AR,Arkansas,78.10,23834,20.04,-0.131306,2030,0.492856,162,8171.6,305,0.728,0.677,0.382,0.7220,-0.1819,-0.4591
Lake of the Woods,MN,Minnesota,72.86,2347,25.42,-0.131385,2031,0.057321,2596,569.6,2286,0.579,0.099,0.633,0.3911,-0.3359,0.0620
Lucas,IA,Iowa,73.18,4646,15.79,-0.131434,2032,0.128402,1963,1153.6,1867,0.589,0.218,0.163,0.4115,-0.3194,-0.8704
Clinton,OH,Ohio,76.92,20779,19.33,-0.131962,2033,0.449665,246,6620.8,433,0.695,0.647,0.343,0.6476,-0.2038,-0.5275
Mercer,KY,Kentucky,74.47,11851,24.91,-0.132034,2034,0.303929,788,3217.5,999,0.619,0.491,0.611,0.4931,-0.2678,0.0117
Johnson,GA,Georgia,73.12,3984,8.41,-0.132082,2035,0.105300,2164,984.8,1982,0.585,0.180,0.003,0.4074,-0.3242,-1.5852
Matagorda,TX,Texas,74.80,13312,22.16,-0.132104,2036,0.327188,679,3693.6,889,0.628,0.521,0.496,0.5134,-0.2573,-0.2544
District 33,AK,Alaska,73.91,8859,25.04,-0.132370,2037,0.239976,1143,2314.8,1296,0.606,0.396,0.619,0.4577,-0.2892,0.0248
Wharton,TX,Texas,75.60,16453,20.73,-0.132484,2038,0.384345,447,4815.6,661,0.657,0.585,0.422,0.5643,-0.2348,-0.3922
Hamblen,TN,Tennessee,79.03,25501,20.03,-0.132642,2039,0.521945,98,9248.6,252,0.751,0.695,0.381,0.7806,-0.1699,-0.4602
Mitchell,KS,Kansas,74.65,12441,26.20,-0.132835,2040,0.312746,742,3417.5,950,0.623,0.502,0.659,0.5040,-0.2636,0.1366
Roseau,MN,Minnesota,73.88,8499,21.45,-0.132920,2041,0.232925,1191,2215.5,1333,0.605,0.385,0.461,0.4555,-0.2918,-0.3230
Sullivan,PA,Pennsylvania,73.13,3721,21.51,-0.133016,2042,0.098029,2240,920.3,2023,0.587,0.167,0.465,0.4079,-0.3261,-0.3168
Hancock,IL,Illinois,74.00,9065,25.11,-0.133243,2043,0.246848,1110,2382.5,1271,0.608,0.406,0.622,0.4630,-0.2878,0.0314
Lyon,KS,Kansas,73.46,5870,26.28,-0.133253,2044,0.164496,1667,1486.1,1662,0.596,0.276,0.664,0.4289,-0.3107,0.1447
Marion,KS,Kansas,73.35,4968,30.39,-0.133849,2045,0.138996,1867,1248.2,1810,0.594,0.234,0.766,0.4221,-0.3171,0.5430
Coshocton,OH,Ohio,75.67,16337,16.70,-0.133926,2046,0.383460,450,4802.2,664,0.660,0.581,0.209,0.5684,-0.2356,-0.7828
Carter,OK,Oklahoma,76.69,19488,19.92,-0.134789,2047,0.432123,298,6117.5,482,0.687,0.629,0.376,0.6327,-0.2130,-0.4705
Lincoln,WA,Washington,73.80,7144,24.18,-0.135764,2048,0.198716,1415,1851.6,1485,0.604,0.329,0.580,0.4503,-0.3015,-0.0586
Garrett,MD,Maryland,75.66,15838,25.91,-0.135825,2049,0.375630,477,4652.8,698,0.659,0.570,0.648,0.5678,-0.2392,0.1090
Kenedy,TX,Texas,72.78,158,13.01,-0.135878,2050,0.000000,3152,38.1,2632,0.577,0.000,0.062,0.3864,-0.3516,-1.1399
Fall River,SD,South Dakota,73.35,4274,29.42,-0.135971,2051,0.118206,2054,1073.9,1924,0.594,0.199,0.743,0.4221,-0.3221,0.4488
Calhoun,MS,Mississippi,73.63,6034,12.06,-0.136156,2052,0.171600,1608,1546.3,1631,0.600,0.286,0.037,0.4399,-0.3095,-1.2316
